numero,type,voie,code,commune
67,RUE,D ALLONVILLE,44000,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
5,QUAI,ANDRE RHUYS,44200,NANTES
60,BD,JULES VERNE,44300,NANTES
4,RUE,MICHEL LE LOU DU BREIL,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
37,,CHAUSSEE DE LA MADELEINE,44000,NANTES
3,AV,DE LA GARE DE LEGE,44200,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
3,IMP,MORANE,44000,NANTES
6,RUE,AMIRAL JEAN MINOT,44100,NANTES
12,AV,DES COTTAGES,44100,NANTES
6,RUE,JULES VALLES,44100,NANTES
13,RUE,CHEVERT,44100,NANTES
13,RUE,CHEVERT,44100,NANTES
67,RUE,FELIX FAURE,44000,NANTES
38,RUE,FRANCIS DE PRESSENSE,44000,NANTES
9,RUE,LINNE,44100,NANTES
122,RUE,DE LA GILARDERIE,44200,NANTES
9013,,LA PELOUSIERE,44800,ST-HERBLAIN
9013,,LA PELOUSIERE,44800,ST-HERBLAIN
60,BD,JULES VERNE,44300,NANTES
7,AV,JACQUES BREL,44300,NANTES
13,AV,DE LA DEVINIERE,44000,NANTES
5,RUE,LEKAIN,44000,NANTES
16,RUE,JENNER,44100,NANTES
8,RUE,LANOUE BRAS DE FER,44200,NANTES
93,BD,GABRIEL LAURIOL,44300,NANTES
132,RTE,DE CLISSON,44200,NANTES
68,RUE,PREFET BONNEFOY,44000,NANTES
93,RUE,DE LA BOURGEONNIERE,44300,NANTES
93,RUE,DE LA BOURGEONNIERE,44300,NANTES
93,RUE,DE LA BOURGEONNIERE,44300,NANTES
4,BD,BOULAY PATY,44100,NANTES
67,RUE,PREFET BONNEFOY,44000,NANTES
125,RUE,DE COULMIERS,44000,NANTES
9,RUE,ALEXANDRE GOSSELIN,44300,NANTES
44,ALL,DE PORTRICQ,44300,NANTES
4,AV,CHARLES NICOLLE,44800,ST-HERBLAIN
3,RUE,FRANCOISE DOLTO,44800,ST-HERBLAIN
19,RUE,JONCOURS,44100,NANTES
19,RUE,JONCOURS,44100,NANTES
19,RUE,JONCOURS,44100,NANTES
22,RUE,DE LA RIPOSSIERE,44200,NANTES
58,RUE,DE LA BOURDONNAIS,44100,NANTES
15,RUE,DE LA FONDERIE,44230,ST SEBASTIEN SUR LOIRE
4,RUE,PIERRE ROY,44200,NANTES
19,RUE,DES FRESCHES,44230,ST SEBASTIEN SUR LOIRE
21,RUE,GERMAIN BOFFRAND,44000,NANTES
19,RUE,DE LA PETITE MITRIE,44000,NANTES
1,RUE,AFFRE,44000,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
nan,,LE BOIS HUE,44300,NANTES
4,RUE,MONTESQUIEU,44000,NANTES
6,RUE,BABONEAU,44100,NANTES
123,BD,JULES VERNE,44300,NANTES
150,RUE,DU CROISSANT,44300,NANTES
22,AV,DE LA LIBERTE,44800,ST-HERBLAIN
2,RUE,DE LA CHARREE,44100,NANTES
5,RUE,LEKAIN,44000,NANTES
126,BD,DU MASSACRE,44800,ST-HERBLAIN
126,BD,DU MASSACRE,44800,ST-HERBLAIN
5,RUE,DU BREIL,44100,NANTES
10,RUE,DE LA BOURDONNAIS,44100,NANTES
108,RUE,AMIRAL DUCHAFFAULT,44100,NANTES
10,RUE,LOUIS BOUTIN,44800,ST-HERBLAIN
66,AV,DE LA BOUVARDIERE,44800,ST-HERBLAIN
5,CHE,DES ROCHES VERTES,44200,NANTES
5,CHE,DES ROCHES VERTES,44200,NANTES
18,RUE,FOURE,44000,NANTES
184,RUE,DU CROISSANT,44300,NANTES
41,RUE,DE LA VILLE EN PIERRE,44000,NANTES
3,RUE,SANTOS DUMONT,44300,NANTES
358,RTE,DE ST JOSEPH,44300,NANTES
94,RUE,DE LA MONTAGNE,44100,NANTES
55,RUE,FIRMIN COLAS,44100,NANTES
5,PL,DU PORT COMMUNEAU,44000,NANTES
33,BD,DES BATIGNOLLES,44300,NANTES
24,RUE,JOSEPH NAUD,44100,NANTES
12,RUE,CHARLES LE GOFFIC,44000,NANTES
1,RUE,FULTON,44100,NANTES
88,RUE,FRANCIS DE PRESSENSE,44000,NANTES
11,AV,DU GUI,44300,NANTES
2,BD,HENRY ORRION,44000,NANTES
33,ALL,DE LA CIVELIERE,44200,NANTES
14,RUE,LEON BLUM,44000,NANTES
226,RUE,PAUL BELLAMY,44000,NANTES
6,PL,VICTOR RICHARD,44000,NANTES
6,AV,DES GOBELETS,44200,NANTES
20,AV,DES INGENIEURS,44300,NANTES
2,RUE,LEMOT,44100,NANTES
7,RUE,DE BARBIN,44000,NANTES
3,AV,DE WATTIGNIES,44200,NANTES
17,RUE,DES AVOCATIERS,44800,ST-HERBLAIN
8,RUE,ST NICOLAS,44000,NANTES
168,RUE,PAUL BELLAMY,44000,NANTES
32,RUE,DE LA VILLE AUX ROSES,44000,NANTES
3,AV,ROLAND GARROS,44300,NANTES
100,RUE,DE L OUCHE QUINET,44230,ST SEBASTIEN SUR LOIRE
100,RUE,DE L OUCHE QUINET,44230,ST SEBASTIEN SUR LOIRE
6,QUAI,DU HALLERAY,44300,NANTES
3,AV,DE WATTIGNIES,44200,NANTES
2,AV,BASILE-VALENTIN,44100,NANTES
12,RUE,DE LA BRIANDERIE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
8,ALL,DE LA HACHERE,44800,ST-HERBLAIN
67,RUE,DES TROIS ROIS,44000,NANTES
46,RUE,DE LA GOURMETTE,44300,NANTES
3,RUE,DE LOURMEL,44000,NANTES
38,RUE,DE LA VILLE AUX ROSES,44000,NANTES
14,RUE,YVES BODIGUEL,44000,NANTES
12,RUE,DU 4 AOUT,44100,NANTES
153,BD,DES BELGES,44300,NANTES
41,RUE,GRANDE BIESSE,44200,NANTES
14,BD,PASTEUR,44100,NANTES
22,RUE,DES ECOBUTS,44230,ST SEBASTIEN SUR LOIRE
35,QUAI,DE MALAKOFF,44000,NANTES
32,RUE,DE MISERICORDE,44000,NANTES
32,RUE,DE MISERICORDE,44000,NANTES
16,RUE,ALFRED DE MUSSET,44000,NANTES
69,BD,JEAN XXIII,44100,NANTES
64,RUE,DE LA PROFONDINE,44230,ST SEBASTIEN SUR LOIRE
2,RUE,BOSSUET,44000,NANTES
2,RUE,BOSSUET,44000,NANTES
69,BD,ROBERT SCHUMAN,44300,NANTES
69,BD,ROBERT SCHUMAN,44300,NANTES
69,BD,ROBERT SCHUMAN,44300,NANTES
69,BD,ROBERT SCHUMAN,44300,NANTES
47,AV,DE L ENGOULEVENT,44300,NANTES
9,RUE,SAINT LOUIS,44300,NANTES
124,RUE,GAL BUAT,44000,NANTES
4,ALL,ANTONIO VIVALDI,44800,ST-HERBLAIN
18,RUE,DE GIGANT,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
14,RUE,CLAUDE ET SIMONE MILLOT,44300,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
11,RUE,COLUMELLE,44000,NANTES
9,PL,DU PUITS AUX IMAGES,44300,NANTES
8,RUE,HARROUYS,44000,NANTES
18,RUE,LAMORICIERE,44100,NANTES
12,RUE,DES EPIS,44800,ST-HERBLAIN
1,BD,ALEXANDRE MILLERAND,44200,NANTES
22,RUE,PAUL DELTOMBE,44000,NANTES
2,RUE,BOSSUET,44000,NANTES
1,BD,CLOVIS CONSTANT,44000,NANTES
18,RUE,DES BAS MOULINS,44800,ST-HERBLAIN
75,RUE,GAL BUAT,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
9,RUE,MAL JOFFRE,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
8,RUE,DE L EMERY,44000,NANTES
8,RUE,DE L EMERY,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
19,RUE,DU CHATEAU,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
3,RUE,FLECHIER,44000,NANTES
60,RUE,MAURICE DANIEL,44230,ST SEBASTIEN SUR LOIRE
27,RUE,LEROY,44000,NANTES
18,RUE,RENE VIVIANI,44200,NANTES
22,RUE,DE LA CARTERIE,44000,NANTES
35,RUE,DUFOUR,44000,NANTES
123,BD,JULES VERNE,44300,NANTES
2,RUE,JULES BODIGUEL,44610,INDRE
2,RUE,JULES BODIGUEL,44610,INDRE
18,RUE,DES OLIVETTES,44000,NANTES
25,AV,CHARLES NICOLLE,44800,ST-HERBLAIN
35,AV,JEAN MERMOZ,44300,NANTES
6,RUE,MAL DE GASSION,44100,NANTES
82,RUE,DE LA BASTILLE,44000,NANTES
6,RUE,SOUBZMAIN,44000,NANTES
3,AV,DU COURS LA REINE,44800,ST-HERBLAIN
12,ALL,DE L ILE GLORIETTE,44000,NANTES
5,BD,HONORE DE BALZAC,44100,NANTES
1,ALL,MOZART,44800,ST-HERBLAIN
14,AV,DES ORCHIDEES,44300,NANTES
12,RUE,EGAULT,44800,ST-HERBLAIN
44,BD,DES ANGLAIS,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
14,RUE,DES GRANITS,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
15,RUE,D AQUITAINE,44800,ST-HERBLAIN
15,RUE,STUART,44100,NANTES
25,RUE,GAL LANREZAC,44000,NANTES
55,QUAI,MAGELLAN,44000,NANTES
16,RUE,ST LEONARD,44000,NANTES
34,RUE,JOSEPH NAUD,44100,NANTES
28,RUE,PIERRE ABELARD,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
15,RUE,DE L OLIVRAIE,44200,NANTES
62,RUE,GEORGES GUYNEMER,44300,NANTES
1,AV,DE PAIMPONT,44300,NANTES
9,RUE,LINNE,44100,NANTES
78,RUE,BONNE GARDE,44230,ST SEBASTIEN SUR LOIRE
6,RUE,MARMONTEL,44000,NANTES
3,RUE,PORTE NEUVE,44000,NANTES
6,RUE,NEUVE DES CAPUCINS,44000,NANTES
6,RUE,NEUVE DES CAPUCINS,44000,NANTES
21,RUE,DE CHATEAULIN,44000,NANTES
14,RUE,DES PLATANES,44230,ST SEBASTIEN SUR LOIRE
2,PL,JEAN V,44000,NANTES
5,BD,CLOVIS CONSTANT,44000,NANTES
1,RUE,DES CHAPELIERS,44000,NANTES
139,BD,DES BELGES,44300,NANTES
2,RUE,FRERE LOUIS,44200,NANTES
19,RUE,VOLTAIRE,44000,NANTES
12,RTE,DE VANNES,44100,NANTES
26,RUE,DE LA FOSSE,44000,NANTES
26,RUE,DE LA FOSSE,44000,NANTES
17,RUE,JACQUELINE BERNIER,44230,ST SEBASTIEN SUR LOIRE
41,RUE,DES BOIS DES FAUX,44230,ST SEBASTIEN SUR LOIRE
19,RUE,VOLTAIRE,44000,NANTES
19,RUE,VOLTAIRE,44000,NANTES
3,,LEVEE DE SEVRE,44200,NANTES
3,RUE,DE BUDAPEST,44000,NANTES
7,RUE,DE TORONTO,44230,ST SEBASTIEN SUR LOIRE
17,RUE,DE LA CHAPONNERIE,44230,ST SEBASTIEN SUR LOIRE
8,AV,CHARLES COUCHOUD,44100,NANTES
13,RUE,CHEVERT,44100,NANTES
78,RUE,DES HAUTS PAVES,44000,NANTES
3,PL,PAUL EMILE LADMIRAULT,44000,NANTES
3,ALL,GEORGES COUTHON,44800,ST-HERBLAIN
49,RUE,DU MOULIN DE L ABBAYE,44100,NANTES
24,RUE,DES FROMENTEAUX,44200,NANTES
24,RUE,DES FROMENTEAUX,44200,NANTES
10,RUE,DES CARMELITES,44000,NANTES
7,RUE,RASPAIL,44100,NANTES
4,CHE,DES ROCHES VERTES,44200,NANTES
29,RUE,CHANOINE LAROSE,44100,NANTES
84,RUE,ST JACQUES,44200,NANTES
15,RUE,DU GROS CHENE,44300,NANTES
118,RUE,DES MAURES,44800,ST-HERBLAIN
226,RUE,PAUL BELLAMY,44000,NANTES
60,RUE,CHANOINE LAROSE,44100,NANTES
nan,,LA JUSTICE,44800,ST-HERBLAIN
9,RUE,GAL LANREZAC,44000,NANTES
5,RUE,DE LA HAUTIERE,44100,NANTES
19,RUE,DE CHATEAUBRIAND,44000,NANTES
1,RUE,SGT BOBILLOT,44000,NANTES
4,ALL,BALTARD,44300,NANTES
9,RUE,ETIENNE DOLET,44100,NANTES
21,RUE,DES HALQUINIERES,44300,NANTES
20,AV,DE L ETRIER,44300,NANTES
11,QUAI,DE LA JONELIERE,44300,NANTES
10,RUE,DES DAIMS,44300,NANTES
46,RUE,FRANCOIS BRUNEAU,44000,NANTES
18,RUE,CREBILLON,44000,NANTES
28,RUE,DU TRANSVAAL,44300,NANTES
66,RUE,FRANCIS DE PRESSENSE,44000,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
6,RUE,DOCTEUR VAN DER STAPPEN,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
62,AV,DES NAUDIERES,44800,ST-HERBLAIN
168,RUE,GAL BUAT,44000,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
6,BD,MEUSNIER DE QUERLON,44000,NANTES
13,RUE,BEAUREGARD,44000,NANTES
108,RUE,DES PAVILLONS,44100,NANTES
108,RUE,DES PAVILLONS,44100,NANTES
11,RUE,LEON BLUM,44000,NANTES
11,RUE,LEON BLUM,44000,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
13,AV,JEAN PATY,44300,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
56,RTE,DE STE LUCE,44300,NANTES
6,BD,VAN ISEGHEM,44000,NANTES
13,RUE,ST CHARLES,44000,NANTES
13,RUE,ST CHARLES,44000,NANTES
13,RUE,ST CHARLES,44000,NANTES
34,AV,MICHEL LECOUR GRANDMAISON,44800,ST-HERBLAIN
56,AV,MAURICE CLETRAS,44300,NANTES
16,AV,DE BROCELIANDE,44300,NANTES
23,RUE,RACINE,44000,NANTES
7,AV,HENRI GREGOIRE,44800,ST-HERBLAIN
22,AV,DE CHEVREUSE,44800,ST-HERBLAIN
39,RUE,DE LA GAUDINIERE,44300,NANTES
28,RUE,CONDORCET,44100,NANTES
2,BD,GEORGES MANDEL,44200,NANTES
55,RUE,DES OLIVETTES,44000,NANTES
1,RUE,SGT BOBILLOT,44000,NANTES
2,RUE,JEAN JAURES,44610,INDRE
16,RUE,DES BATEAUX LAVOIRS,44000,NANTES
16,RUE,DES BATEAUX LAVOIRS,44000,NANTES
62,RTE,DE RENNES,44300,NANTES
36,RUE,D ALLONVILLE,44000,NANTES
4,IMP,DE LA DECOUVERTE,44200,NANTES
66,RUE,DE CHATEAULIN,44000,NANTES
2,BD,HENRY ORRION,44000,NANTES
9,RUE,MATHELIN RODIER,44000,NANTES
4,BD,PASTEUR,44100,NANTES
15,RUE,DES CARMES,44000,NANTES
18,ALL,BACO,44000,NANTES
8,RUE,MARMONTEL,44000,NANTES
107,AV,DE LA GARE DE ST JOSEPH,44300,NANTES
58,RUE,DE LA BOURGEONNIERE,44300,NANTES
58,RUE,DE LA BOURGEONNIERE,44300,NANTES
52,AV,DU DOCTEUR LAENNEC,44800,ST-HERBLAIN
1,RUE,SANTOS DUMONT,44300,NANTES
13,AV,DE MONTYS,44000,NANTES
29,RUE,DES OLIVETTES,44000,NANTES
3,ALL,DU THEATRE,44800,ST-HERBLAIN
91,BD,DES AMERICAINS,44300,NANTES
17,RUE,EDMOND BIRE,44000,NANTES
11,AV,SAUVAGET,44000,NANTES
33,RUE,MELLIER,44100,NANTES
60,RUE,DU JAMET,44100,NANTES
6,RUE,PIERRE ROY,44200,NANTES
1,RUE,PARE,44000,NANTES
23,RUE,DE FLORIDE,44100,NANTES
28,RUE,DES PAVILLONS,44100,NANTES
28,RUE,DES PAVILLONS,44100,NANTES
93,AV,DE CHEVERNY,44800,ST-HERBLAIN
5,RUE,JULIEN,44300,NANTES
10,RTE,DE RENNES,44300,NANTES
10,RTE,DE RENNES,44300,NANTES
10,RTE,DE RENNES,44300,NANTES
32,RUE,DU PETIT VILLAGE,44800,ST-HERBLAIN
32,RUE,DU PETIT VILLAGE,44800,ST-HERBLAIN
17,RUE,JOSEPH NAUD,44100,NANTES
15,RUE,JOSEPH NAUD,44100,NANTES
22,RUE,RENAN,44100,NANTES
113,BD,DE DOULON,44300,NANTES
30,RUE,RUSSEIL,44000,NANTES
43,RUE,DUPLEIX,44100,NANTES
nan,,LE BOIS HUE,44300,NANTES
1,RUE,JEAN JACQUES AUDUBON,44300,NANTES
7,RUE,DE LA MOUTONNERIE,44000,NANTES
12,RUE,EMILE PEHANT,44000,NANTES
12,RUE,EUGENE PERGELINE,44200,NANTES
79,BD,ERNEST DALBY,44000,NANTES
2,CHE,DE LA COLETRIE,44300,NANTES
9,PL,SAINT FELIX,44000,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
129,BD,DES BELGES,44300,NANTES
189,RTE,DE VANNES,44800,ST-HERBLAIN
19,RUE,DE L OUEST,44100,NANTES
2,AV,DE PAIMPONT,44300,NANTES
41,BD,ALBERT EINSTEIN,44300,NANTES
1,BD,GEORGES POMPIDOU,44200,NANTES
46,QUAI,MAGELLAN,44000,NANTES
10,RUE,DE STRASBOURG,44000,NANTES
69,RTE,DE VERTOU,44200,NANTES
3,RUE,PIERRE DUPONT,44100,NANTES
26,RUE,DU CORPS DE GARDE,44100,NANTES
2,RUE,COMTESSE DE SEGUR,44800,ST-HERBLAIN
5,AV,DE L AIR DU TEMPS,44300,NANTES
32,RUE,VINCENT SCOTTO,44300,NANTES
17,RUE,GEORGES BIZOT,44300,NANTES
13,RUE,JEAN EMILE LABOUREUR,44000,NANTES
21,RUE,PAUL PAINLEVE,44000,NANTES
14,IMP,CARRIERE DE VILLENEUVE,44100,NANTES
27,RUE,PAUL BELLAMY,44000,NANTES
23,RUE,DES SAPHIRS,44800,ST-HERBLAIN
3,RUE,DES PERRINES,44300,NANTES
9,BD,AUGUSTE PENEAU,44300,NANTES
9,BD,AUGUSTE PENEAU,44300,NANTES
9,BD,AUGUSTE PENEAU,44300,NANTES
47,RUE,DU PERRAY,44300,NANTES
21,RUE,DORGERE,44200,NANTES
10,AV,DES MAGNOLIAS,44300,NANTES
8,RUE,DE LA HAUTIERE,44100,NANTES
28,RUE,DES BLEUETS,44230,ST SEBASTIEN SUR LOIRE
22,RUE,DU MOULIN DE LA GAGNERIE,44800,ST-HERBLAIN
4,ALL,BEAU RIVAGE,44200,NANTES
7,BD,VAN ISEGHEM,44000,NANTES
53,RUE,FOURE,44000,NANTES
42,RTE,DE STE LUCE,44300,NANTES
10,AV,DES COTTAGES,44100,NANTES
70,QUAI,DE LA FOSSE,44100,NANTES
12,RUE,ROLLIN,44100,NANTES
60,RUE,DU JAMET,44100,NANTES
1,BD,ALEXANDRE MILLERAND,44200,NANTES
3,RUE,DE LA MOUTONNERIE,44000,NANTES
3,RUE,DE LA MOUTONNERIE,44000,NANTES
23,BD,EMILE ROMANET,44100,NANTES
21,RUE,JEANNE LA CORSAIRE,44300,NANTES
23,BD,EMILE ROMANET,44100,NANTES
20,BD,VAN ISEGHEM,44000,NANTES
8,RUE,DOCTEUR JEAN ROSTAND,44800,ST-HERBLAIN
8,RUE,DE LA PRIERE,44100,NANTES
4,RUE,DOCTEUR VAN DER STAPPEN,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
nan,RUE,AUGUSTE LEPERE,44100,NANTES
17,RUE,RACINE,44000,NANTES
17,RUE,RACINE,44000,NANTES
17,RUE,RACINE,44000,NANTES
17,RUE,RACINE,44000,NANTES
23,BD,EMILE ROMANET,44100,NANTES
18,RUE,CHARLES BATAILLE,44300,NANTES
2,RUE,DOCTEUR XAVIER BICHAT,44800,ST-HERBLAIN
17,RUE,ABBE BOUTET,44200,NANTES
8,RUE,JEAN CHIAPPE,44300,NANTES
108,BD,DES BELGES,44300,NANTES
1,RUE,DES PERRINES,44300,NANTES
13,RUE,DE BACCARAT,44300,NANTES
48,RUE,PREFET BONNEFOY,44000,NANTES
nan,BD,DE LA BEAUJOIRE,44300,NANTES
16,AV,JANY,44300,NANTES
nan,BD,DE LA BEAUJOIRE,44300,NANTES
56,RUE,NOIRE,44000,NANTES
17,RUE,DE LA ROSIERE D ARTOIS,44100,NANTES
33,RUE,DES GRIPOTS,44230,ST SEBASTIEN SUR LOIRE
18,RUE,DE CHATEAUBRIAND,44000,NANTES
27,RUE,FONTAINE DES BARONNIES,44100,NANTES
33,RUE,DE COULMIERS,44000,NANTES
49,RTE,DE VANNES,44100,NANTES
2,RUE,PIERRE AUDIGE,44000,NANTES
10,RUE,DE LA HAVANE,44000,NANTES
12,RUE,DE THANN,44300,NANTES
91,BD,ERNEST DALBY,44000,NANTES
2,RUE,BOSSUET,44000,NANTES
10,RUE,BABONEAU,44100,NANTES
4,RUE,D HAVELOOZE,44000,NANTES
3,RUE,CHRISTIAN PAUC,44300,NANTES
1,RUE,KLEBER,44000,NANTES
36,RUE,CHARLES MONSELET,44000,NANTES
36,RUE,CHARLES MONSELET,44000,NANTES
51,BD,VICTOR HUGO,44200,NANTES
9,RUE,PAUL DELAROCHE,44100,NANTES
2,RUE,SGT BOBILLOT,44000,NANTES
17,RUE,RENAN,44100,NANTES
11,RUE,GABRIEL PERI,44100,NANTES
2,IMP,ESTEBAN,44300,NANTES
139,RUE,PAUL BELLAMY,44000,NANTES
28,BD,DU VAL DE CHEZINE,44800,ST-HERBLAIN
18,RUE,DE BRIORD,44000,NANTES
6,ALL,CASSARD,44000,NANTES
29,RUE,DE LA GARE,44800,ST-HERBLAIN
43,RUE,EDGAR QUINET,44100,NANTES
19,RUE,VOLTAIRE,44000,NANTES
227,RTE,DE CLISSON,44230,ST SEBASTIEN SUR LOIRE
4,AV,RECTEUR PIRONNEAU,44300,NANTES
8,AV,DE L'ORANGERIE,44300,NANTES
3,RUE,CHRISTIAN PAUC,44300,NANTES
34,RUE,DU SERGENT THIERRY,44230,ST SEBASTIEN SUR LOIRE
34,RUE,DU SERGENT THIERRY,44230,ST SEBASTIEN SUR LOIRE
60,RUE,DU JAMET,44100,NANTES
60,RUE,DU JAMET,44100,NANTES
23,BD,EMILE ROMANET,44100,NANTES
23,BD,EMILE ROMANET,44100,NANTES
123,BD,DES BELGES,44300,NANTES
11,RUE,ST LEONARD,44000,NANTES
17,RUE,DE LA BOULOGNE,44230,ST SEBASTIEN SUR LOIRE
1,IMP,JOSEPH PEIGNON,44000,NANTES
96,RUE,DU BOIS HARDY,44100,NANTES
17,RUE,DU SENAT,44300,NANTES
90,RUE,DE LA PYRAMIDE,44230,ST SEBASTIEN SUR LOIRE
29,RUE,DU COTEAU,44100,NANTES
70,BD,DES BELGES,44300,NANTES
23,RUE,FERDINAND BUISSON,44100,NANTES
5,RUE,MATHURIN BRISSONNEAU,44100,NANTES
9003,RUE,JOSEPH DOURY,44300,NANTES
10,RUE,DU ROI ALBERT,44000,NANTES
9,RUE,BEAUSOLEIL,44000,NANTES
9,RUE,BEAUSOLEIL,44000,NANTES
9,RUE,BEAUSOLEIL,44000,NANTES
91,BD,ERNEST DALBY,44000,NANTES
91,BD,ERNEST DALBY,44000,NANTES
91,BD,ERNEST DALBY,44000,NANTES
220,RTE,DE VERTOU,44200,NANTES
91,BD,ERNEST DALBY,44000,NANTES
91,BD,ERNEST DALBY,44000,NANTES
8,RUE,PIERRE ROY,44200,NANTES
83,RUE,DE LA GARDE,44300,NANTES
15,RUE,DES PERCE-NEIGE,44230,ST SEBASTIEN SUR LOIRE
42,AV,PETITE  DE LONGCHAMP,44300,NANTES
91,BD,ERNEST DALBY,44000,NANTES
11,RUE,MAURICE RAVEL,44200,NANTES
91,BD,ERNEST DALBY,44000,NANTES
5,BD,GEORGES POMPIDOU,44200,NANTES
18,RUE,FOURE,44000,NANTES
21,RUE,DE L AVENIR,44300,NANTES
13,RUE,CHEVERT,44100,NANTES
2,AV,DU PARC DE PROCE,44100,NANTES
18,BD,ST AIGNAN,44100,NANTES
43,RUE,LEDRU ROLLIN,44200,NANTES
1,PL,DE LA PETITE HOLLANDE,44000,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
28,BD,DE LA LIBERTE,44100,NANTES
21,AV,DE L EPERONNIERE,44000,NANTES
4,IMP,MARYSE BASTIE,44000,NANTES
3,AV,GAL MARCHAND,44000,NANTES
3,RUE,BARON,44000,NANTES
3,RUE,BARON,44000,NANTES
3,RUE,BARON,44000,NANTES
3,RUE,BARON,44000,NANTES
3,RUE,BARON,44000,NANTES
3,RUE,BARON,44000,NANTES
3,RUE,BARON,44000,NANTES
47,RUE,LITTRE,44100,NANTES
48,BD,DE LA PRAIRIE AU DUC,44200,NANTES
5,RUE,MATHURIN BRISSONNEAU,44100,NANTES
5,RUE,D AGEN,44800,ST-HERBLAIN
4,RUE,EMILE DEZAUNAY,44200,NANTES
15,RUE,GABRIEL FAURE,44200,NANTES
28,RUE,DE LA MELINIERE,44000,NANTES
14,AV,FLORIAN,44800,ST-HERBLAIN
91,BD,ERNEST DALBY,44000,NANTES
14,BD,ALBERT EINSTEIN,44300,NANTES
6,RUE,DUGAST MATIFEUX,44000,NANTES
8,ALL,DE LA MAISON ROUGE,44000,NANTES
62,RUE,DE LA MONTAGNE,44100,NANTES
112,BD,EUGENE ORIEUX,44000,NANTES
1,CHE,DU SAS AU VIN,44300,NANTES
30,RUE,PAUL PAINLEVE,44000,NANTES
4,ALL,CHARLES LINDBERGH,44800,ST-HERBLAIN
